timestamp,ax,ay,az,gx,gy,gz
9.16,0.032,0.023,1.075,-4.345,-0.728,-2.452
9.18,-0.097,-0.135,0.809,9.945,-1.527,0.669
9.2,0.024,-0.071,0.909,-4.218,-1.459,-3.098
9.22,0.114,-0.094,1.186,8.653,-6.177,5.949
9.24,0.193,0.196,0.903,-7.854,5.599,-6.918
9.26,-0.061,0.16,1.182,-2.783,7.428,-2.417
9.28,-0.027,0.062,1.145,-4.851,4.917,-6.33
9.3,0.097,-0.075,0.91,-9.84,3.607,7.981
9.32,-0.123,-0.179,1.038,-1.134,-9.415,-8.095
9.34,-0.183,0.029,0.971,-3.646,8.936,-2.853
9.36,0.193,-0.055,0.841,-1.814,-0.397,-0.915
9.38,-0.167,0.038,0.804,6.129,-3.134,9.853
9.4,0.065,-0.055,1.099,-2.092,3.011,-6.069
9.42,-0.128,-0.006,0.822,-8.281,7.19,-7.341
9.44,0.053,0.183,1.199,4.961,-8.855,6.775
9.46,0.051,-0.157,1.195,-4.831,-2.562,-1.497
9.48,-0.091,-0.01,0.854,3.759,2.259,6.308
9.5,0.133,-0.083,0.922,6.851,7.788,-2.559
9.52,0.044,0.028,1.139,2.885,-0.71,-6.445
9.54,0.148,-0.196,1.098,-4.716,-2.833,-4.082
9.56,0.171,0.114,0.855,4.857,-0.503,-8.366
9.58,0.124,0.148,0.935,-3.192,-1.217,-2.702
9.6,-0.17,-0.002,0.875,-3.754,6.529,6.133
9.62,-0.036,-0.08,0.979,-8.809,-2.229,-6.867
9.64,-0.085,0.019,1.174,-3.994,6.165,-8.355
9.66,0.095,0.011,1.07,0.782,4.863,4.468
9.68,0.123,0.192,0.878,8.811,-5.535,2.863
9.7,0.108,0.024,1.142,8.998,5.188,3.2
9.72,-0.193,-0.049,1.08,8.626,0.206,4.438
9.74,-0.023,-0.053,1.068,-9.601,3.396,7.727
9.76,-0.002,0.171,1.164,-5.101,-4.641,-4.536
9.78,-0.052,0.04,0.915,-3.138,9.758,-7.28
9.8,-0.13,0.097,1.01,-2.832,-8.536,-8.84
9.82,0.085,-0.035,0.889,2.226,-5.106,-2.289
9.84,-0.03,-0.113,0.958,-5.543,4.669,6.744
9.86,0.026,0.109,1.191,0.273,9.146,3.469
9.88,-0.109,-0.2,0.815,-9.676,-3.926,-1.703
9.9,-0.15,0.129,1.099,-0.441,5.788,-0.749
9.92,-0.172,0.09,0.891,-2.467,2.702,-2.511
9.94,-0.153,0.072,1.175,8.333,-1.664,-9.118
9.96,0.116,0.072,0.994,2.37,-8.648,-1.941
9.98,0.019,-0.103,1.148,0.173,9.683,1.176
10.0,-0.007,0.186,1.12,6.543,0.792,-7.077
10.02,-0.171,-0.106,0.842,-9.381,3.86,6.309
10.04,-0.111,-0.159,1.043,-3.341,-1.9,-5.296
10.06,-0.047,0.065,0.813,4.266,-6.662,-2.675
10.08,-0.145,0.144,0.897,5.479,9.243,7.589
10.1,-0.114,-0.062,1.036,-5.086,-1.581,4.758
10.12,-0.081,0.117,0.904,1.529,1.962,-4.735
10.14,-0.025,0.008,1.129,6.828,-4.837,-9.88
10.16,0.102,-0.147,1.119,8.999,9.246,-4.788
10.18,0.075,0.164,0.966,0.189,-4.264,3.793
10.2,-0.181,-0.094,0.967,1.414,7.391,5.998
10.22,-0.162,-0.005,0.839,-9.156,7.813,-3.927
10.24,0.143,-0.043,0.959,4.082,9.551,-6.335
10.26,0.188,0.082,0.882,3.394,-3.897,-3.387
10.28,-0.106,0.135,0.831,6.785,3.664,-9.751
10.3,0.027,0.059,0.866,-1.638,-4.825,-0.61
10.32,-0.135,-0.037,0.923,1.33,-4.902,-4.317
10.34,0.107,0.183,0.828,4.103,-0.069,-3.043
10.36,-0.168,0.099,1.111,-5.761,5.787,4.14
10.38,-0.032,-0.085,1.078,-2.03,-5.129,9.269
10.4,-0.069,-0.131,1.099,5.742,-3.998,-3.6
10.42,-0.028,0.053,0.896,-6.085,7.403,-9.903
10.44,0.156,-0.165,1.059,-6.963,-3.988,-4.931
10.46,-0.063,-0.194,0.925,1.29,0.743,8.819
10.48,0.171,-0.077,1.099,5.298,-1.169,-8.955
10.5,0.199,0.109,1.059,-7.709,-2.333,9.184
10.52,0.042,-0.12,0.997,4.687,-6.15,9.545
10.54,0.164,-0.122,0.895,-4.914,6.64,5.234
10.56,0.058,0.146,1.137,-4.694,3.029,8.346
10.58,0.124,-0.122,1.073,1.914,-1.782,7.959
10.6,-0.185,0.099,0.936,-8.237,-5.185,-8.658
10.62,0.191,0.17,0.984,-5.413,-5.019,-7.545
10.64,-0.2,-0.004,1.186,2.798,-6.779,5.801
10.66,-0.001,0.16,1.188,-0.558,-6.579,7.579
10.68,-0.056,0.048,1.13,8.033,9.81,-2.04
10.7,-0.042,0.09,1.116,-4.538,7.95,-2.569
10.72,-0.055,-0.112,0.985,-5.845,8.968,-1.483
10.74,0.003,0.177,0.87,-4.118,3.902,4.854
10.76,0.124,-0.161,0.865,2.923,-1.332,6.71
10.78,0.029,0.172,0.913,-3.252,2.391,2.869
10.8,-0.013,0.136,0.924,-2.333,3.046,9.735
10.82,0.107,0.097,0.812,6.778,-7.4,-0.937
10.84,0.097,-0.198,0.837,-9.395,-6.388,8.847
10.86,-0.031,0.069,0.823,-1.816,-9.069,-1.511
10.88,0.091,-0.149,0.996,5.512,5.109,1.546
10.9,-0.018,-0.111,1.028,-7.688,-0.461,7.56
10.92,-0.029,-0.074,1.023,-9.611,0.234,-2.075
10.94,0.088,-0.091,1.173,9.647,-3.508,5.234
10.96,-0.096,-0.016,0.983,-3.477,-2.78,3.737
10.98,-0.053,0.023,0.999,2.707,-6.057,-7.224
11.0,-0.181,0.156,1.036,9.993,4.699,3.465
11.02,-0.109,0.147,1.173,5.473,-2.275,-6.824
11.04,-0.195,-0.078,1.067,1.047,7.279,-3.143
11.06,0.095,-0.15,0.997,-1.466,-5.931,-7.772
11.08,-0.119,0.059,1.05,-6.375,-6.71,1.021
11.1,-0.176,-0.194,1.095,7.224,4.982,-5.003
11.12,0.091,0.098,0.995,7.949,0.484,-1.611
11.14,-0.185,-0.181,0.866,-8.955,1.321,-6.566
11.16,0.166,-0.165,1.167,-9.083,-3.325,4.818
11.18,0.009,-0.056,0.925,-1.166,5.891,-3.417
11.2,0.016,-0.019,1.197,8.58,-1.989,3.894
11.22,0.15,0.136,1.115,3.123,-5.818,3.797
11.24,0.03,-0.172,0.811,6.482,-5.665,1.365
11.26,-0.061,-0.189,1.121,8.232,6.748,6.051
11.28,-0.07,0.057,0.982,-9.296,0.953,9.085
11.3,0.053,0.027,0.945,0.646,-2.959,-2.135
11.32,0.184,-0.042,0.935,-4.406,3.155,3.589
11.34,0.093,-0.09,0.944,-3.148,-9.378,-6.501
11.36,0.081,-0.085,1.031,6.011,7.947,-9.05
11.38,-0.064,-0.156,1.115,5.112,1.78,-5.759
11.4,-0.109,-0.122,0.929,0.205,-3.766,-7.09
11.42,0.083,0.135,0.973,4.099,-8.43,5.076
11.44,0.128,0.104,0.891,0.651,9.492,-7.856
11.46,-0.058,-0.106,1.102,-8.686,7.18,-2.789
11.48,-0.08,0.17,1.068,9.922,-5.609,-9.891
11.5,-0.142,0.05,1.038,2.496,-8.168,9.03
11.52,-0.154,0.097,1.188,4.785,-4.756,-6.675
11.54,-0.15,0.179,1.002,-7.648,-1.843,2.507
11.56,0.078,-0.161,0.981,-6.161,6.428,3.706
11.58,0.135,-0.137,1.047,-0.129,6.266,7.097
11.6,0.007,0.147,0.857,-8.941,-6.269,6.814
11.62,-0.015,-0.11,1.103,-1.671,-6.995,-1.445
11.64,0.12,-0.173,1.109,9.768,3.664,7.234
11.66,-0.149,0.004,1.112,-6.507,6.864,3.164
11.68,-0.058,0.191,1.159,5.793,4.175,-7.139
11.7,0.076,0.108,0.967,-8.669,-4.867,-3.234
11.72,-0.008,0.075,0.961,-7.436,7.874,-5.533
11.74,0.073,0.077,1.178,-1.708,3.815,-2.322
11.76,0.07,-0.124,1.023,-3.561,-3.928,4.051
11.78,-0.101,-0.002,1.131,3.16,-0.7,2.22
11.8,0.121,-0.035,0.923,8.678,-5.785,7.076
11.82,0.134,0.137,0.825,4.385,-3.448,7.71
11.84,0.168,0.077,0.824,-9.192,7.438,1.123
11.86,-0.022,0.037,1.137,4.266,-8.725,0.284
11.88,0.008,-0.152,0.926,-0.493,-9.19,-0.493
11.9,-0.144,-0.076,1.122,-0.105,-8.716,7.352
11.92,-0.116,0.132,0.9,-0.447,8.481,-2.87
11.94,-0.197,0.198,1.179,-0.09,5.078,3.624
11.96,0.112,-0.07,1.147,3.348,-6.172,2.036
11.98,0.064,0.012,0.876,-3.339,7.371,3.226
12.0,-0.047,-0.071,0.805,4.636,3.752,5.818
12.02,0.127,-0.189,0.962,-7.382,8.713,-5.753
12.04,-0.122,0.106,1.183,-7.959,-6.669,8.383
12.06,0.152,0.082,1.154,-2.43,8.674,6.409
12.08,0.108,0.006,1.017,-4.758,-6.747,2.712
12.1,-0.039,-0.09,0.977,-1.83,-2.33,-0.133
12.12,0.014,-0.01,0.811,-9.913,-9.179,5.799
12.14,-0.161,-0.049,1.042,5.64,-7.038,5.675
12.16,0.083,-0.046,0.924,3.85,-7.149,-8.704
12.18,0.065,0.092,0.827,-5.787,-2.122,0.903
12.2,0.117,-0.122,0.895,0.039,-0.199,-0.128
12.22,0.064,-0.094,1.086,1.026,5.864,5.48
12.24,-0.012,0.096,0.92,4.927,-4.796,-9.185
12.26,-0.147,-0.099,0.842,-5.258,-8.846,6.864
12.28,-0.104,0.138,1.012,7.65,-2.074,6.554
12.3,-0.16,0.08,0.926,-5.556,-4.036,-8.811
12.32,-0.181,-0.129,0.977,-6.926,2.245,-1.189
12.34,-0.106,0.185,1.169,9.75,-0.903,-1.396
12.36,0.06,-0.155,0.942,-7.145,6.674,0.285
12.38,0.076,0.082,0.864,-7.248,-8.383,-7.599
12.4,-0.052,-0.071,1.145,1.251,7.758,3.238
12.42,-0.004,0.024,1.122,-5.889,-5.319,-9.914
12.44,-0.116,-0.048,1.196,-2.854,1.428,4.554
12.46,-0.132,-0.183,0.85,9.397,-6.23,3.181
12.48,0.048,-0.089,1.049,-0.3,5.949,-8.197
12.5,-0.085,-0.186,0.844,4.518,4.014,-7.996
12.52,0.039,-0.086,0.822,-7.352,8.176,3.941
12.54,0.019,0.179,1.072,-2.474,-2.057,3.185
12.56,0.055,-0.111,1.058,-8.409,0.282,0.502
12.58,-0.068,-0.104,1.191,9.955,1.526,1.621
12.6,0.053,0.105,1.156,2.03,-3.944,-8.641
12.62,0.013,0.143,0.977,-3.95,9.1,-6.927
12.64,0.047,0.138,0.826,4.244,-3.434,-1.711
12.66,0.004,-0.02,1.109,2.896,-8.369,2.868
12.68,0.137,0.171,0.948,-7.91,-1.814,7.282
12.7,0.158,0.157,0.868,4.509,1.843,9.317
12.72,0.001,-0.003,1.008,8.101,-4.324,0.573
12.74,-0.1,0.094,0.986,-6.644,1.056,3.68
12.76,0.044,0.072,1.12,-7.885,-9.985,-8.262
12.78,-0.107,0.01,0.956,-8.055,1.433,5.722
12.8,-0.107,0.093,1.025,-1.068,-2.987,-2.942
12.82,0.197,-0.036,0.916,-8.876,3.433,4.615
12.84,0.141,-0.026,1.091,7.486,2.937,-4.917
12.86,0.036,0.084,1.077,-1.109,-9.181,7.404
12.88,0.065,0.029,0.971,-9.593,8.92,4.947
12.9,-0.146,-0.158,0.987,-4.071,-9.93,-6.214
12.92,0.007,-0.01,0.94,-7.781,2.064,6.808
12.94,-0.077,0.136,0.973,-6.735,-1.539,1.816
12.96,-0.108,-0.198,0.808,-3.756,-9.7,8.489
12.98,-0.108,0.168,1.179,-2.814,6.663,-9.545
13.0,-0.001,-0.159,0.896,-6.491,5.765,-7.932
13.02,-0.133,0.055,1.032,3.151,-5.442,-8.829
13.04,-0.001,0.092,1.052,8.124,-2.16,9.059
13.06,-0.074,0.088,1.061,8.759,3.526,-1.272
13.08,-0.119,-0.179,1.039,-4.349,6.639,-9.198
13.1,-0.131,0.127,1.126,9.439,8.585,-9.336
13.12,-0.176,-0.073,1.191,-9.719,7.818,9.036
13.14,-0.092,-0.11,1.009,-1.957,-1.434,8.418
13.16,0.176,0.175,1.019,-6.694,5.027,-2.527
13.18,0.136,-0.068,0.892,9.209,5.523,-5.642
13.2,0.145,-0.015,0.92,-1.969,-5.197,9.52
13.22,0.016,0.178,0.976,3.963,-3.188,6.555
13.24,0.185,0.001,1.026,2.003,4.361,-4.292
13.26,0.16,-0.082,1.129,4.112,-4.533,1.041
13.28,-0.175,-0.136,1.161,2.836,-2.035,8.783
13.3,-0.174,0.11,0.941,9.327,-9.911,-7.318
13.32,0.023,-0.064,1.19,8.909,-6.56,2.282
13.34,0.161,-0.119,1.16,-2.423,4.3,-9.104
13.36,0.176,-0.068,0.951,-0.654,3.161,-2.854
13.38,-0.039,0.15,1.121,-1.481,1.901,7.895
13.4,0.129,-0.188,1.042,-0.125,3.701,3.086
13.42,-0.141,-0.074,1.09,-3.647,-0.522,-4.419
13.44,-0.087,0.137,1.144,9.883,-8.449,-1.27
13.46,-0.174,0.123,0.931,-1.07,6.057,0.298
13.48,-0.1,-0.033,1.049,9.224,-8.154,-4.04
13.5,-0.128,0.08,1.083,-4.599,-3.409,-6.514
13.52,-0.132,-0.085,1.027,-8.727,-2.084,6.092
13.54,-0.113,-0.037,0.843,-7.915,-0.473,-3.872
13.56,0.16,0.038,0.9,-9.1,-6.313,0.945
13.58,0.166,-0.024,0.891,-2.118,-0.775,-7.691
13.6,0.176,0.184,1.079,-4.352,7.661,4.314
13.62,-0.112,0.033,0.986,-5.295,5.712,-5.542
13.64,-0.12,0.026,0.976,9.824,-3.386,2.275
13.66,-0.062,0.092,0.874,3.226,-9.893,-1.482
13.68,-0.108,0.112,0.88,1.036,3.651,-2.813
13.7,0.067,-0.043,1.026,9.099,7.904,-8.76
13.72,-0.047,0.065,0.898,-4.407,0.877,-4.392
13.74,-0.134,0.049,1.153,-1.04,-5.195,8.456
13.76,-0.069,-0.1,0.866,-9.864,3.768,-4.014
13.78,-0.191,-0.06,0.877,-1.45,5.502,-2.352
13.8,-0.054,-0.055,0.996,5.843,-2.634,-2.87
13.82,-0.142,0.15,1.195,6.604,5.337,1.079
13.84,0.068,0.189,0.854,5.337,4.008,-2.207
13.86,-0.131,0.166,0.998,-2.444,-3.315,-2.051
13.88,-0.171,-0.138,1.149,-1.129,3.599,-8.907
13.9,0.143,-0.107,1.188,-9.876,2.817,4.585
13.92,-0.122,0.089,0.892,8.84,-5.439,9.023
13.94,-0.044,0.046,0.992,-7.633,-1.991,-2.62
13.96,0.043,-0.044,0.83,-7.055,-0.647,-9.998
13.98,-0.101,-0.091,0.929,5.686,-1.964,-2.638
14.0,-0.058,0.15,1.104,-5.011,-8.369,-4.914
14.02,0.198,0.135,0.881,4.702,9.439,6.599
14.04,-0.08,-0.064,0.817,6.321,1.57,8.772
14.06,0.015,-0.105,1.016,5.898,-4.777,0.349
14.08,0.095,0.057,0.9,-0.201,8.308,-2.191
14.1,-0.126,-0.124,1.188,-8.182,-5.309,-1.687
14.12,-0.017,-0.121,0.921,-2.573,-2.177,-3.028
14.14,-0.01,0.038,1.114,-6.619,-6.298,-1.408
14.16,-0.104,0.008,1.075,-9.43,-8.835,9.956
14.18,0.072,-0.066,0.829,-8.862,-0.273,3.822
14.2,0.024,0.176,0.979,8.003,-8.508,-6.292
14.22,0.108,0.181,1.132,-4.945,0.196,9.829
14.24,-0.109,0.077,1.155,-7.79,-5.889,-1.754
14.26,-0.179,0.053,0.91,9.362,8.95,-4.073
14.28,-0.038,0.097,1.033,5.379,2.117,-7.218
14.3,0.093,0.148,0.99,-7.905,0.855,-7.182
14.32,-0.003,-0.09,1.161,-7.237,-6.602,0.19
14.34,-0.05,-0.179,1.018,-3.571,6.957,-3.972
14.36,0.027,-0.048,0.857,-6.634,-6.879,9.833
14.38,-0.075,-0.185,0.851,-5.681,-6.095,-6.896
14.4,0.086,0.155,1.161,5.254,8.281,-6.307
14.42,0.05,0.021,1.196,8.836,7.216,6.297
14.44,-0.004,0.176,0.992,2.093,-6.095,6.233
14.46,0.087,-0.114,1.157,3.183,-6.363,-5.616
14.48,0.089,-0.159,0.879,7.089,3.923,-9.146
14.5,0.052,0.023,1.085,8.826,1.254,-4.294
14.52,-0.125,-0.194,0.984,-0.555,-8.696,-3.483
14.54,-0.148,0.111,1.004,6.337,5.96,9.823
14.56,0.128,0.073,1.133,6.323,6.755,0.682
14.58,0.161,-0.084,0.901,-0.875,-3.483,0.424
14.6,-0.088,0.104,1.182,-3.632,-2.75,-2.035
14.62,-0.085,0.039,0.882,-1.28,-3.879,-1.601
14.64,0.048,0.052,1.086,-6.99,2.976,2.378
14.66,-0.06,0.082,1.041,-0.721,-5.59,8.861
14.68,0.157,-0.112,0.855,-1.582,-4.093,-6.09
14.7,-0.09,-0.169,0.995,-4.955,6.1,-4.77
14.72,-0.104,0.06,1.169,2.391,-7.753,4.597
14.74,-0.022,-0.063,1.097,-8.042,8.422,7.662
14.76,0.022,0.072,0.911,1.332,-4.151,6.3
14.78,-0.003,0.04,1.036,-1.889,-7.498,4.154
14.8,0.011,-0.173,1.017,-7.383,3.19,2.727
14.82,0.016,0.179,1.101,-5.048,8.927,-6.71
14.84,0.154,0.007,1.088,8.956,4.776,2.387
14.86,0.004,-0.018,0.855,5.431,7.15,9.583
14.88,0.084,0.135,1.189,0.152,-0.455,4.102
14.9,0.087,-0.136,0.981,3.82,4.561,4.529
14.92,0.142,0.012,1.008,-8.777,-0.108,-7.153
14.94,-0.017,-0.193,1.135,8.305,-6.731,-7.452
14.96,0.149,-0.193,1.077,-6.627,4.19,-4.175
14.98,-0.006,0.106,0.927,0.405,-4.122,9.632
15.0,-0.176,0.128,0.876,9.844,9.341,8.683
15.02,0.196,-0.032,1.033,-0.969,-3.55,8.336
15.04,-0.012,-0.115,1.191,-8.679,7.4,-9.171
15.06,0.159,0.198,1.005,3.657,-7.718,-8.22
15.08,0.176,0.097,0.912,1.044,-9.363,-3.518
15.1,0.103,0.194,1.151,9.282,9.968,8.268
15.12,0.067,0.023,0.882,0.125,5.974,-6.449
15.14,-0.08,0.061,0.925,-7.185,-3.776,2.596
15.16,0.078,0.099,0.944,-6.795,-8.809,2.587
15.18,0.045,0.0,0.968,1.016,9.844,8.972
15.2,0.105,0.032,1.133,-6.895,2.786,1.808
15.22,0.101,-0.085,0.881,2.152,6.397,4.73
15.24,0.04,-0.069,0.958,1.582,5.497,0.193
15.26,0.196,-0.01,1.059,9.02,5.456,4.59
15.28,0.067,-0.2,1.177,8.997,6.568,5.883
15.3,-0.083,0.026,1.195,4.332,2.797,3.559
15.32,-0.064,-0.067,0.83,6.406,3.459,1.381
15.34,-0.039,0.028,0.982,-4.234,0.259,-4.681
15.36,0.004,-0.099,1.064,0.788,-8.626,-0.1
15.38,-0.125,0.099,1.062,5.538,6.141,-5.315
15.4,-0.052,0.179,1.157,-7.952,1.425,2.05
15.42,0.09,-0.055,0.984,-3.275,1.397,-4.941
15.44,-0.089,0.127,1.074,-3.418,-7.627,9.943
15.46,-0.03,0.008,0.801,-4.768,-0.954,-6.098
15.48,-0.187,0.082,0.942,-0.641,-4.595,4.807
15.5,-0.112,-0.032,1.184,1.434,3.372,-2.622
15.52,-0.148,0.087,0.977,-1.847,-3.094,1.06
15.54,-0.009,-0.028,0.939,-8.381,-5.736,-2.653
15.56,0.031,0.01,0.954,5.922,-1.806,9.838
15.58,-0.055,0.011,0.976,-0.031,-2.816,1.362
15.6,0.032,-0.071,1.112,5.001,5.248,-1.505
15.62,0.01,-0.111,1.015,-0.972,9.185,1.933
15.64,0.065,0.076,1.077,8.618,6.544,8.259
15.66,-0.14,0.041,0.894,-3.283,-5.999,-9.016
15.68,0.141,0.159,1.171,-5.351,-5.078,3.466
15.7,-0.102,-0.182,1.073,-1.546,-4.856,6.63
15.72,0.0,0.101,1.16,-0.607,2.185,-0.604
15.74,0.146,-0.067,0.823,5.629,-0.435,1.717
15.76,0.013,-0.154,1.16,7.046,7.638,3.596
15.78,-0.075,-0.167,0.816,1.821,6.07,-8.931
15.8,-0.112,0.163,0.863,4.962,6.753,-9.27
15.82,0.162,0.172,0.833,-9.858,8.704,-9.894
15.84,0.011,-0.103,0.955,8.809,-8.943,-2.436
15.86,0.094,0.145,1.104,-2.806,2.851,0.068
15.88,-0.133,0.044,1.168,4.252,9.762,0.431
15.9,0.069,-0.137,1.024,-5.397,-4.617,1.629
15.92,-0.116,0.101,0.882,-2.941,-1.432,3.831
15.94,0.037,0.067,1.131,-2.932,7.856,-8.489
15.96,-0.121,-0.158,0.861,2.02,5.705,-8.601
15.98,-0.016,0.053,1.098,9.602,6.048,8.026
16.0,-0.133,0.005,1.091,-8.324,-7.337,7.304
16.02,0.074,-0.054,0.992,1.838,7.074,7.517
16.04,0.074,0.149,1.018,-6.579,-4.401,2.153
16.06,0.0,0.044,1.158,1.059,3.449,2.139
16.08,0.043,-0.029,1.09,5.503,-3.069,-6.339
16.1,-0.085,0.176,0.891,1.761,0.087,4.564
16.12,0.044,0.049,1.095,-4.015,5.175,1.919
16.14,-0.065,-0.185,1.085,-7.045,8.325,-9.632
16.16,-0.017,-0.067,0.982,3.89,8.587,1.512
16.18,-0.129,0.037,0.806,8.914,-8.763,9.802
16.2,0.106,-0.068,0.828,6.8,9.123,-6.509
16.22,0.096,-0.174,1.071,-8.266,-4.362,8.152
16.24,0.019,0.008,0.904,-6.769,-2.991,-6.165
16.26,-0.123,-0.04,1.194,6.152,1.714,-8.195
16.28,-0.097,0.131,0.994,0.58,-7.653,4.105
16.3,0.071,0.183,0.925,2.248,-0.315,4.029
16.32,0.139,0.151,0.987,-3.375,-7.007,-0.72
16.34,0.082,-0.046,1.188,8.86,0.754,-2.143
16.36,-0.027,0.057,0.87,0.872,6.536,6.138
16.38,-0.184,-0.167,1.127,-8.393,-1.644,4.135
16.4,0.188,0.022,0.941,-3.876,2.687,-7.551
16.42,-0.078,0.119,1.136,1.668,2.643,-5.688
16.44,-0.172,0.095,0.96,6.548,-6.755,1.616
16.46,0.033,0.068,1.043,-1.934,-5.893,2.478
16.48,0.195,0.175,0.866,2.53,5.58,-4.149
16.5,-0.092,0.109,1.168,-7.505,-3.683,-8.057
16.52,-0.022,-0.003,0.842,-2.259,4.694,-8.604
16.54,0.17,0.101,1.18,3.183,1.639,-8.268
16.56,-0.003,0.103,1.016,9.282,-9.566,8.482
16.58,0.01,0.09,0.832,1.64,6.61,-9.049
16.6,-0.081,0.192,0.892,9.225,1.242,-4.621
16.62,-0.07,0.186,0.913,-5.869,6.839,-6.894
16.64,-0.078,0.022,1.052,0.544,-4.37,4.396
16.66,-0.179,-0.121,0.993,-1.212,-2.933,9.365
16.68,-0.107,-0.098,1.144,3.38,9.954,1.342
16.7,0.062,0.076,0.867,-0.512,4.697,0.448
16.72,0.129,-0.011,0.928,-1.854,-6.061,0.827
16.74,-0.104,-0.019,1.119,-8.086,7.487,-0.688
16.76,0.152,0.183,0.874,-6.556,1.32,-0.569
16.78,0.128,0.124,1.053,-6.201,0.515,8.977
16.8,-0.058,0.186,0.924,7.991,-8.144,-9.049
16.82,0.065,0.159,1.162,-9.245,7.875,1.743
16.84,-0.023,-0.13,0.825,-0.796,-9.632,-7.393
16.86,0.167,0.155,0.901,8.507,-8.095,7.379
16.88,0.185,-0.042,1.193,-1.169,2.695,-1.36
16.9,0.189,-0.093,1.127,5.407,-9.702,-2.581
16.92,-0.147,0.104,0.907,-9.11,9.253,1.86
16.94,0.158,-0.091,0.908,-5.505,-1.131,3.556
16.96,-0.041,0.145,0.896,7.146,9.741,8.83
16.98,0.063,-0.17,0.86,-1.026,-0.353,2.193
17.0,0.001,-0.101,0.827,-1.853,3.427,8.72
17.02,-0.035,0.142,1.089,4.552,-8.46,-0.257
17.04,0.011,-0.057,0.869,2.4,-9.804,9.533
17.06,0.178,-0.002,1.11,-2.026,-8.542,8.245
17.08,-0.077,-0.164,0.863,-2.066,-0.294,-8.931
17.1,-0.077,-0.175,0.959,-0.418,5.89,5.302
17.12,-0.177,-0.063,1.069,7.536,-8.71,9.619
17.14,0.12,0.127,1.133,-2.862,3.273,-6.918
17.16,-0.068,-0.075,0.983,9.572,2.435,0.884
17.18,-0.115,-0.003,1.08,3.412,8.375,-5.712
17.2,0.09,-0.143,0.962,9.815,4.417,0.405
17.22,0.042,-0.106,1.066,4.604,-9.794,7.486
17.24,-0.13,0.012,1.149,6.286,-9.219,-7.658
17.26,-0.09,-0.186,0.998,-7.397,0.702,-8.445
17.28,-0.017,-0.152,0.817,-0.72,8.769,-4.376
17.3,-0.195,-0.087,1.06,9.96,7.053,6.076
17.32,0.03,-0.127,0.906,-8.273,-3.914,-8.38
17.34,-0.015,-0.081,1.004,-2.653,8.839,3.425
17.36,0.155,0.142,1.137,-4.331,9.074,-3.511
17.38,0.054,-0.118,1.052,6.746,-8.85,-2.257
17.4,-0.002,0.065,0.847,-4.706,-6.789,0.904
17.42,-0.037,-0.019,1.182,-5.895,-8.696,7.677
17.44,-0.131,0.182,0.885,-7.265,4.223,-3.258
17.46,-0.113,0.077,0.885,-5.491,5.676,-6.964
17.48,0.042,0.193,0.922,9.999,0.792,9.644
17.5,-0.005,-0.197,0.869,-8.908,-4.805,4.812
17.52,-0.159,0.023,1.126,-8.036,-8.321,4.788
17.54,0.045,0.109,0.977,-3.686,-0.832,1.376
17.56,-0.197,-0.046,0.9,-0.174,2.925,-1.001
17.58,0.173,-0.101,1.194,6.612,0.919,2.974
17.6,-0.117,-0.022,0.95,-1.175,-9.126,-3.85
17.62,0.165,-0.062,1.022,3.79,5.519,-5.627
17.64,-0.124,0.067,0.839,1.401,9.478,5.979
17.66,0.023,0.08,0.801,-1.028,7.179,3.193
17.68,-0.163,0.08,0.907,-6.483,-0.98,8.022
17.7,-0.058,-0.11,0.991,-1.077,-4.753,-9.934
17.72,0.065,0.107,0.874,8.639,1.287,-7.695
17.74,-0.125,0.132,1.026,-8.068,-3.474,-8.565
17.76,0.011,-0.027,0.933,7.902,-9.409,-9.978
17.78,0.077,0.149,0.875,7.754,-6.88,-1.525
17.8,0.183,0.137,1.002,4.774,-5.025,-9.17
17.82,-0.015,0.126,0.876,4.917,-5.452,-2.651
17.84,0.059,-0.081,1.05,-9.009,-3.989,6.892
17.86,-0.195,0.153,1.123,5.245,6.921,-6.538
17.88,-0.055,0.104,1.134,2.811,8.774,9.703
17.9,-0.197,-0.131,0.948,7.093,-2.479,8.394
17.92,0.124,-0.096,1.09,-6.158,4.346,0.912
17.94,-0.015,0.074,0.983,-6.713,-4.812,3.978
17.96,0.158,0.082,1.151,-3.332,-0.313,-7.69
17.98,-0.115,-0.185,1.064,7.81,-9.498,-8.344
18.0,0.131,-0.036,0.926,-9.11,3.237,7.441
18.02,0.042,-0.19,0.994,-0.499,7.064,7.337
18.04,-0.19,-0.048,1.101,-4.622,-5.868,-1.485
18.06,-1.745,1.886,0.203,-147.455,-174.803,147.26
18.08,-0.112,0.024,1.112,8.902,4.842,-2.724
18.1,0.108,-0.083,1.021,-2.26,-5.719,-3.388
18.12,0.158,0.103,1.034,9.189,-0.098,0.992
18.14,0.047,-0.155,0.891,-6.969,-1.111,-6.88
18.16,-0.068,0.162,0.942,-9.803,-3.59,5.413
18.18,-0.156,-0.07,0.822,-8.204,7.339,7.18
18.2,-0.151,0.05,1.059,-9.526,-1.144,0.348
18.22,-0.056,0.091,0.869,0.538,6.207,0.569
18.24,-0.063,-0.103,0.86,3.685,8.389,3.368
18.26,-0.094,0.09,0.94,9.155,6.587,4.475
18.28,-0.118,0.048,0.958,2.14,8.975,0.76
